TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader1,10.00,10,0.12,0.63,21.82,16,33.65,283,163,269,111
trader3,10.00,10,0.98,0.37,2.07,1,2.81,809,587,861,821
trader2,10.00,10,0.53,0.02,0.91,17,13.48,60,24,112,106
trader5,10.00,10,0.38,0.77,3.35,0,3.35,352,262,280,190
trader4,10.00,10,0.76,0.54,3.81,0,3.81,727,581,664,584
trader7,10.00,10,0.00,0.87,24.09,0,24.09,5,2,0,0
trader65,10.00,10,0.98,0.53,0.33,2,1.81,876,718,838,693
trader64,10.00,10,0.49,0.24,1.22,8,7.13,591,305,714,529
trader6,10.00,10,0.22,0.38,0.35,24,18.10,388,183,472,245
trader67,10.00,10,0.55,0.86,5.82,0,5.82,443,300,350,196
trader9,10.00,10,0.79,0.15,0.66,3,2.88,459,289,593,580
trader66,10.00,10,0.94,0.01,0.84,18,14.15,42,11,84,107
trader8,10.00,10,0.20,0.49,46.65,0,46.65,559,234,565,241
trader61,10.00,10,0.06,0.02,0.87,18,14.18,22,2,34,43
trader60,10.00,10,0.85,0.11,0.98,9,7.64,413,234,584,570
trader63,10.00,10,0.08,0.08,0.84,21,16.37,51,19,76,71
trader62,10.00,10,0.00,0.40,4.97,20,19.76,1,0,4,1
trader69,10.00,10,0.76,0.74,4.54,2,6.01,806,617,616,401
trader68,10.00,10,0.28,0.08,0.56,45,33.84,162,63,304,223
ma_trader16,10.00,10,0.21,0.53,0.71,13,10.32,9,11,11,33
ma_trader17,10.00,10,0.94,0.53,0.86,27,20.82,5,9,15,14
trader70,10.00,10,0.21,0.41,30.21,1,30.95,411,175,469,219
ma_trader14,10.00,10,0.33,0.28,0.87,10,8.27,6,6,9,7
ma_trader15,10.00,10,0.54,0.28,0.21,25,18.69,5,2,14,5
ma_trader12,10.00,10,0.32,0.88,0.94,18,14.25,6,4,10,27
ma_trader13,10.00,10,0.98,0.86,0.44,10,7.83,4,7,11,14
ma_trader10,10.00,10,0.01,0.15,0.13,11,8.26,7,0,13,20
ma_trader11,10.00,10,0.00,0.07,0.46,24,18.20,4,8,12,4
trader75,10.00,10,0.48,0.25,7.57,14,17.92,849,280,1032,602
trader72,10.00,10,0.81,0.67,1.84,0,1.84,1050,683,848,574
trader71,10.00,10,0.86,0.75,3.87,0,3.87,694,559,563,392
trader74,10.00,10,0.85,0.68,0.34,3,2.55,692,596,619,491
trader73,10.00,10,0.97,0.27,0.44,4,3.40,1043,577,1188,992
trader43,10.00,10,0.88,0.17,1.00,3,3.22,561,314,733,689
trader42,10.00,10,0.72,0.92,7.59,0,7.59,335,215,234,149
trader45,10.00,10,0.32,0.17,14.49,5,18.19,318,131,437,283
trader44,10.00,10,0.14,0.63,2.94,8,8.85,166,137,164,89
trader41,10.00,10,0.59,0.53,4.24,4,7.20,1082,584,1108,603
trader40,10.00,10,0.60,0.97,18.25,0,18.25,159,80,113,57
trader47,10.00,10,0.89,0.91,9.46,0,9.46,581,364,409,191
trader46,10.00,10,0.98,0.91,10.36,0,10.36,428,310,335,221
trader49,10.00,10,0.06,0.32,7.87,24,25.62,72,38,84,65
trader48,10.00,10,0.59,0.04,0.44,16,12.27,134,63,223,193
trader54,10.00,10,0.44,0.88,11.05,17,23.62,391,230,288,132
trader53,10.00,10,0.42,0.85,10.04,0,10.04,431,280,338,142
trader56,10.00,10,0.41,0.56,0.54,2,2.02,659,360,642,387
trader55,10.00,10,0.33,0.53,0.89,4,3.85,388,302,394,282
trader50,10.00,10,0.68,0.32,0.33,4,3.29,610,436,691,640
trader52,10.00,10,0.29,0.15,1.15,26,20.38,333,99,434,303
trader51,10.00,10,0.59,0.49,1.93,2,3.41,840,572,832,578
trader58,10.00,10,0.14,0.89,31.83,0,31.83,183,114,143,38
trader57,10.00,10,0.91,0.58,1.65,0,1.65,895,684,851,646
trader59,10.00,10,0.20,0.56,4.17,6,8.60,318,166,296,169
trader21,10.00,10,0.32,0.57,22.76,23,39.77,753,349,787,311
trader20,10.00,10,0.74,0.19,1.50,0,1.50,475,340,581,561
trader23,10.00,10,0.97,0.63,2.65,0,2.65,933,689,870,648
trader22,10.00,10,0.96,0.52,1.55,0,1.55,649,502,584,581
trader29,10.00,10,0.10,0.17,8.24,61,53.35,226,37,276,130
trader28,10.00,10,0.82,0.51,2.53,0,2.53,949,620,877,697
trader25,10.00,10,0.84,0.93,8.56,0,8.56,363,213,253,119
trader24,10.00,10,0.51,0.67,1.21,3,3.43,733,506,600,360
trader27,10.00,10,0.22,0.20,1.54,22,17.81,205,120,250,228
trader26,10.00,10,0.25,0.81,14.24,10,21.63,374,225,311,102
ma_trader5,10.00,10,0.86,0.36,0.22,24,17.97,5,6,11,14
ma_trader6,10.00,10,0.59,0.51,0.43,23,17.43,6,1,8,10
ma_trader7,10.00,10,0.89,0.56,0.56,21,16.09,5,2,12,13
ma_trader8,10.00,10,0.52,0.11,0.63,28,21.33,5,6,14,11
ma_trader1,10.00,10,0.78,0.64,0.26,23,17.27,8,6,13,4
ma_trader2,10.00,10,0.51,0.20,0.25,17,12.82,5,3,8,11
ma_trader3,10.00,10,0.80,0.37,0.61,15,11.70,5,5,9,11
ma_trader4,10.00,10,0.51,0.33,0.87,19,14.92,8,4,9,24
trader32,10.00,10,0.96,0.06,4.78,2,6.26,361,144,555,537
trader31,10.00,10,0.75,0.78,1.02,1,1.76,655,477,557,334
trader34,10.00,10,0.37,0.27,0.51,4,3.47,360,214,454,336
trader33,10.00,10,0.75,0.18,0.75,3,2.97,665,314,852,722
trader30,10.00,10,0.67,0.78,8.94,0,8.94,683,388,524,305
trader39,10.00,10,0.65,0.18,0.68,5,4.38,386,271,503,462
trader36,10.00,10,0.37,0.83,10.04,1,10.78,345,244,279,139
trader35,10.00,10,0.31,0.73,25.31,0,25.31,511,283,457,205
trader38,10.00,10,0.73,0.79,5.31,0,5.31,839,542,689,349
trader37,10.00,10,0.69,0.82,3.20,0,3.20,529,397,417,276
ma_trader25,10.00,10,0.42,0.36,0.39,28,21.10,7,5,9,18
ma_trader23,10.00,10,0.23,0.38,0.44,23,17.45,7,2,10,8
ma_trader24,10.00,10,0.23,0.93,0.57,21,16.10,5,4,12,5
ma_trader21,10.00,10,0.50,0.49,0.78,8,6.70,5,11,11,19
ma_trader22,10.00,10,0.69,0.15,0.45,23,17.46,3,5,13,7
ma_trader20,10.00,10,0.03,0.90,0.41,18,13.72,3,0,9,19
ma_trader18,10.00,10,0.61,0.04,0.19,23,17.20,5,2,11,9
ma_trader19,10.00,10,0.69,0.27,0.05,12,8.92,7,12,11,16
ma_trader9,10.00,10,0.07,0.24,0.23,20,15.02,5,2,9,27
trader10,10.00,10,0.48,0.28,6.70,13,16.31,603,314,791,550
trader12,10.00,10,0.26,0.48,5.29,7,10.47,438,241,431,234
trader11,10.00,10,0.77,0.80,2.73,1,3.47,621,495,505,339
trader18,10.00,10,0.84,0.59,1.68,0,1.68,757,562,690,581
trader17,10.00,10,0.74,0.72,1.56,1,2.30,578,431,512,374
trader19,10.00,10,0.20,0.38,0.36,5,4.06,231,151,254,184
trader14,10.00,10,0.26,0.73,12.64,0,12.64,337,230,270,159
trader13,10.00,10,0.78,0.47,0.70,3,2.91,955,697,930,667
trader16,10.00,10,0.63,0.52,5.44,0,5.44,773,574,721,510
trader15,10.00,10,0.91,0.26,0.94,4,3.90,730,535,887,749
