TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader1,10.00,10,0.32,0.76,12.35,7,13.64,699,343,585,171
trader3,10.00,10,0.42,0.97,20.89,0,20.89,205,112,139,33
trader2,10.00,10,0.38,0.89,7.93,2,8.29,380,262,285,126
trader5,10.00,10,0.18,0.16,0.43,49,9.46,119,69,199,128
trader4,10.00,10,0.87,0.37,0.53,4,1.26,969,655,1048,692
trader65,10.00,10,0.35,0.74,9.63,58,20.32,810,399,728,229
trader7,10.00,10,0.28,0.10,0.51,10,2.35,86,70,141,110
trader6,10.00,10,0.03,0.25,1.67,25,6.27,33,17,35,21
trader64,10.00,10,0.06,0.97,14.77,0,14.77,15,14,13,3
trader67,10.00,10,0.72,0.17,0.48,3,1.03,369,283,416,338
trader9,10.00,10,0.40,0.31,2.13,1,2.32,436,271,513,361
trader66,10.00,10,0.71,0.36,1.66,1,1.85,730,558,798,551
trader8,10.00,10,0.68,0.93,9.46,0,9.46,502,298,342,102
trader61,10.00,10,0.40,0.47,3.33,1,3.52,622,394,651,351
trader60,10.00,10,0.76,0.61,1.49,0,1.49,813,655,671,472
trader63,10.00,10,0.29,0.73,13.28,8,14.75,605,343,559,194
trader62,10.00,10,0.68,0.86,14.35,0,14.35,1004,637,775,241
trader69,10.00,10,0.36,0.95,18.26,0,18.26,170,108,122,32
trader68,10.00,10,0.60,0.84,4.91,0,4.91,623,432,450,192
trader70,10.00,10,0.57,0.08,0.41,21,4.28,204,98,393,249
trader76,10.00,10,0.41,0.04,0.53,16,3.48,87,39,140,87
trader75,10.00,10,0.31,0.09,0.99,31,6.70,142,74,266,171
trader78,10.00,10,0.25,0.69,9.30,12,11.51,511,265,387,187
trader77,10.00,10,0.93,0.94,10.49,0,10.49,535,363,453,127
trader72,10.00,10,0.31,0.22,0.81,10,2.65,320,171,421,249
trader71,10.00,10,0.88,0.95,10.42,0,10.42,459,297,308,96
trader74,10.00,10,0.13,0.75,34.00,0,34.00,311,148,259,87
trader73,10.00,10,0.55,0.63,4.33,4,5.07,813,563,693,394
trader79,10.00,10,0.12,0.70,15.67,33,21.75,279,142,238,85
trader43,10.00,10,0.86,0.81,1.94,21,5.81,1162,826,950,374
trader42,10.00,10,0.87,0.88,8.91,0,8.91,707,498,477,235
trader45,10.00,10,0.05,0.98,17.46,0,17.46,8,5,3,5
trader44,10.00,10,0.22,0.05,0.99,27,5.96,62,26,112,59
trader41,10.00,10,0.71,0.92,7.21,2,7.58,540,333,382,138
trader40,10.00,10,0.01,0.65,16.65,0,16.65,9,4,3,8
trader47,10.00,10,0.46,0.04,0.82,16,3.77,117,43,165,160
trader46,10.00,10,0.95,0.32,1.10,1,1.28,930,640,1033,692
