TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader1,10.00,10,0.24,0.20,4.12,4,6.56,201,127,258,241
trader3,10.00,10,0.54,0.79,3.75,0,3.75,525,424,376,244
trader2,10.00,10,0.61,0.41,2.66,1,3.27,698,489,707,573
trader5,10.00,10,0.60,0.87,14.13,0,14.13,415,266,304,176
trader4,10.00,10,0.88,0.22,1.44,1,2.05,733,441,928,773
trader65,10.00,10,0.61,0.78,6.09,0,6.09,626,394,475,271
trader7,10.00,10,0.99,0.42,0.99,1,1.60,678,566,675,713
trader6,10.00,10,0.55,0.81,11.06,0,11.06,592,423,457,246
trader64,10.00,10,0.51,0.34,1.49,5,4.55,819,415,920,556
trader67,10.00,10,0.52,0.35,0.90,8,5.79,715,359,825,555
trader9,10.00,10,0.73,0.89,15.19,0,15.19,574,322,420,205
trader66,10.00,10,0.52,0.31,1.96,0,1.96,533,307,580,464
trader8,10.00,10,0.66,0.48,1.31,6,4.98,920,546,886,630
trader61,10.00,10,0.33,1.00,21.20,0,21.20,11,5,3,2
trader60,10.00,10,0.58,0.31,5.88,8,10.77,954,397,1091,650
trader63,10.00,10,0.84,0.34,2.26,1,2.87,864,585,957,805
trader62,10.00,10,0.15,0.15,7.02,5,10.08,113,89,157,100
trader69,10.00,10,0.59,0.73,1.84,4,4.28,693,491,571,308
trader68,10.00,10,0.55,0.83,6.48,9,11.98,511,415,428,216
ma_trader16,10.00,10,0.39,0.83,0.45,12,7.78,7,15,8,31
ma_trader17,10.00,10,0.17,0.17,0.13,17,10.52,10,4,13,14
ma_trader14,10.00,10,0.60,0.61,0.31,13,8.26,6,7,11,29
trader70,10.00,10,0.66,0.73,2.38,0,2.38,513,379,422,349
ma_trader15,10.00,10,0.39,0.42,0.43,12,7.76,9,8,10,57
ma_trader12,10.00,10,0.50,0.75,0.74,17,11.13,7,3,12,60
ma_trader13,10.00,10,0.78,0.46,0.44,22,13.89,5,1,7,7
ma_trader10,10.00,10,0.29,0.51,0.66,20,12.88,4,1,8,63
ma_trader11,10.00,10,0.92,0.78,0.37,28,17.48,7,18,11,10
trader43,10.00,10,0.21,0.98,20.96,0,20.96,45,25,33,16
trader42,10.00,10,0.80,0.51,2.23,2,3.45,871,647,862,662
trader45,10.00,10,0.10,0.96,20.36,0,20.36,30,30,18,8
trader44,10.00,10,0.30,0.59,3.53,0,3.53,467,304,437,245
trader41,10.00,10,0.18,0.14,0.94,27,17.44,156,54,214,172
trader40,10.00,10,0.35,0.58,3.36,15,12.52,644,397,606,303
trader47,10.00,10,0.19,0.85,11.18,0,11.18,205,144,160,65
trader46,10.00,10,0.75,0.76,2.91,0,2.91,562,436,483,353
trader49,10.00,10,0.59,0.72,1.94,3,3.77,575,404,496,357
trader48,10.00,10,0.98,0.31,2.95,0,2.95,1015,633,1066,919
trader54,10.00,10,0.93,0.18,0.88,3,2.71,571,366,723,681
trader53,10.00,10,0.62,0.72,2.41,0,2.41,550,383,420,335
trader56,10.00,10,0.16,0.03,0.55,16,10.33,33,10,50,46
trader55,10.00,10,0.01,0.78,8.78,21,21.62,17,16,12,10
trader50,10.00,10,0.23,0.69,11.74,18,22.74,463,218,395,154
trader52,10.00,10,0.63,0.14,0.48,3,2.31,358,196,475,405
trader51,10.00,10,0.37,0.19,8.90,27,25.40,461,174,636,413
trader58,10.00,10,0.60,0.06,0.43,20,12.65,277,89,435,331
trader57,10.00,10,0.23,0.26,4.94,30,23.28,371,153,455,265
