TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader1,10.00,10,0.06,0.40,13.02,10,88.05,55,53,68,83
trader3,10.00,10,0.08,0.87,76.11,0,76.11,37,25,18,24
trader2,10.00,10,0.90,0.54,3.10,0,3.10,188,193,174,310
trader5,10.00,10,0.22,0.71,15.05,0,15.05,169,162,133,143
trader4,10.00,10,0.89,0.43,6.81,0,6.81,344,374,334,596
trader7,10.00,10,0.41,0.48,22.95,1,30.45,330,244,300,426
trader6,10.00,10,0.08,0.12,5.38,24,185.45,40,23,68,97
trader9,10.00,10,0.45,0.23,3.87,3,26.38,214,178,222,385
trader8,10.00,10,0.44,0.34,19.91,0,19.91,336,282,334,447
ma_trader16,10.00,10,0.63,0.51,0.91,25,188.49,8,15,11,11
ma_trader17,10.00,10,0.19,0.61,0.98,30,226.07,9,7,12,8
ma_trader14,10.00,10,0.27,0.44,2.86,9,70.38,3,2,8,13
ma_trader15,10.00,10,0.72,0.12,0.86,29,218.44,5,1,11,8
ma_trader12,10.00,10,0.11,0.72,1.16,3,23.67,4,1,7,19
ma_trader13,10.00,10,0.61,0.31,1.16,13,98.70,8,1,5,8
ma_trader10,10.00,10,0.38,0.45,0.38,33,247.98,9,4,12,12
ma_trader11,10.00,10,0.72,0.17,1.62,3,24.13,3,2,6,18
ma_trader60,10.00,10,0.04,0.09,2.25,13,99.79,4,12,13,24
trader40,10.00,10,0.92,0.01,2.43,19,144.98,47,17,70,96
ma_trader49,10.00,10,0.09,0.06,1.33,3,23.84,4,5,6,11
ma_trader47,10.00,10,0.52,0.04,0.97,31,233.56,4,1,13,6
ma_trader48,10.00,10,0.95,0.11,2.33,6,47.34,4,2,7,26
ma_trader45,10.00,10,0.49,0.12,2.93,5,40.44,7,5,5,8
ma_trader46,10.00,10,0.31,0.43,0.23,28,210.32,5,0,10,10
ma_trader43,10.00,10,0.45,0.47,0.40,14,105.44,5,0,8,8
ma_trader44,10.00,10,0.40,0.50,1.37,3,23.87,5,3,8,18
trader21,10.00,10,0.35,0.79,12.72,0,12.72,142,124,127,136
ma_trader41,10.00,10,0.76,0.54,2.81,5,40.33,4,11,5,12
trader20,10.00,10,0.07,0.26,7.74,2,22.74,54,34,47,55
ma_trader42,10.00,10,0.66,0.60,1.20,13,98.74,2,3,9,33
trader23,10.00,10,0.39,0.02,1.58,25,189.15,51,17,71,101
trader22,10.00,10,0.81,0.51,4.99,0,4.99,199,191,192,374
ma_trader40,10.00,10,0.07,0.28,2.21,5,39.73,7,16,6,34
trader29,10.00,10,0.89,0.64,9.40,0,9.40,199,185,192,320
trader28,10.00,10,0.96,0.99,20.79,0,20.79,29,13,15,20
trader25,10.00,10,0.80,0.44,5.47,0,5.47,288,236,266,435
trader24,10.00,10,0.07,0.19,8.30,19,150.86,38,36,57,87
trader27,10.00,10,0.40,0.63,12.72,0,12.72,252,215,217,287
trader26,10.00,10,0.08,0.85,50.79,0,50.79,41,30,26,34
ma_trader5,10.00,10,0.15,0.15,0.84,20,150.90,4,14,11,17
ma_trader6,10.00,10,0.96,0.39,1.20,3,23.71,8,7,8,24
ma_trader7,10.00,10,0.40,0.44,0.99,3,23.50,7,1,6,21
ma_trader8,10.00,10,0.47,0.98,1.46,36,271.56,8,4,12,12
ma_trader1,10.00,10,0.09,0.81,1.21,5,38.73,12,8,6,22
ma_trader2,10.00,10,0.75,0.82,0.19,22,165.25,7,14,10,11
ma_trader3,10.00,10,0.68,0.11,2.73,7,55.25,6,6,8,20
ma_trader4,10.00,10,0.73,0.76,1.21,4,31.22,5,8,7,18
ma_trader58,10.00,10,0.67,0.96,1.40,17,128.95,6,10,11,7
ma_trader59,10.00,10,0.67,0.54,2.12,3,24.63,3,3,6,27
ma_trader56,10.00,10,0.83,0.05,2.69,2,17.69,5,2,7,17
ma_trader57,10.00,10,0.27,0.23,1.19,5,38.70,5,7,7,14
ma_trader54,10.00,10,0.01,0.43,1.78,34,256.88,4,2,15,17
ma_trader55,10.00,10,0.73,0.96,1.02,36,271.13,9,1,12,14
trader32,10.00,10,0.47,0.89,29.19,0,29.19,132,79,93,116
ma_trader52,10.00,10,0.45,0.60,1.99,5,39.50,4,7,8,29
ma_trader53,10.00,10,0.91,0.18,0.25,15,112.80,6,1,8,8
trader31,10.00,10,0.50,0.72,38.95,1,46.45,416,304,337,374
trader34,10.00,10,0.85,0.63,6.20,0,6.20,207,189,191,308
ma_trader50,10.00,10,0.44,0.52,0.95,22,166.01,10,2,10,21
ma_trader51,10.00,10,0.84,0.30,0.72,24,180.79,7,11,11,15
trader33,10.00,10,0.33,0.04,3.41,8,63.43,52,23,69,104
