TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader1,10.00,10,0.39,0.99,21.77,0,21.77,71,42,39,12
trader3,10.00,10,0.23,0.44,25.15,75,53.33,668,253,759,273
trader2,10.00,10,0.40,0.72,3.65,9,7.03,760,412,670,286
trader5,10.00,10,0.99,0.75,1.09,2,1.84,797,670,640,426
trader4,10.00,10,0.07,0.36,0.62,2,1.37,92,58,108,63
trader7,10.00,10,0.63,0.39,0.96,0,0.96,529,336,524,386
trader65,10.00,10,0.75,0.09,0.78,6,3.04,317,161,482,428
trader6,10.00,10,0.95,0.40,0.90,0,0.90,650,529,643,513
trader64,10.00,10,0.46,0.07,0.48,9,3.86,150,78,210,194
trader9,10.00,10,0.87,0.56,0.89,0,0.89,809,594,706,482
trader67,10.00,10,0.51,0.15,0.70,9,4.08,308,163,400,288
trader8,10.00,10,0.93,0.95,11.18,0,11.18,325,219,200,122
trader66,10.00,10,0.94,0.21,0.95,3,2.08,686,457,873,735
trader61,10.00,10,0.19,0.33,16.55,52,36.09,469,153,501,259
trader60,10.00,10,0.52,0.13,0.97,9,4.35,336,158,521,350
trader63,10.00,10,0.28,0.39,12.45,0,12.45,438,213,487,232
trader62,10.00,10,0.41,0.63,2.06,0,2.06,728,428,613,316
trader69,10.00,10,0.07,0.34,1.72,15,7.36,91,44,109,67
trader68,10.00,10,0.69,0.32,3.53,1,3.90,851,557,955,694
trader70,10.00,10,0.03,0.46,1.92,49,20.33,52,19,48,47
trader76,10.00,10,0.72,0.27,0.96,0,0.96,544,322,641,443
trader75,10.00,10,0.16,0.26,5.36,13,10.24,187,123,265,174
trader78,10.00,10,0.34,0.32,1.84,11,5.97,562,230,632,367
trader77,10.00,10,0.65,0.05,0.77,10,4.53,198,70,299,224
trader72,10.00,10,0.89,0.89,2.46,0,2.46,524,348,364,214
trader71,10.00,10,0.70,0.05,0.24,9,3.62,132,82,225,180
trader74,10.00,10,0.69,0.90,12.57,0,12.57,580,367,391,180
trader73,10.00,10,0.39,0.98,10.11,4,11.62,97,92,57,19
trader79,10.00,10,0.19,0.52,18.99,29,29.89,378,254,413,176
trader43,10.00,10,0.09,0.62,9.26,0,9.26,223,119,235,70
trader42,10.00,10,0.20,0.43,1.78,10,5.54,335,204,341,235
trader45,10.00,10,0.49,0.15,2.61,21,10.50,339,181,501,380
trader44,10.00,10,0.92,0.52,1.53,4,3.03,1091,799,968,673
trader41,10.00,10,0.28,0.75,4.19,0,4.19,349,226,277,145
trader40,10.00,10,0.12,0.08,6.00,11,10.14,100,24,138,74
trader47,10.00,10,0.44,0.90,10.19,0,10.19,368,249,266,111
trader46,10.00,10,0.83,0.69,1.24,2,1.99,1080,756,893,505
trader49,10.00,10,0.10,0.03,0.14,14,5.41,26,12,54,32
trader48,10.00,10,0.80,0.04,0.67,8,3.68,182,71,253,192
trader54,10.00,10,0.88,0.85,2.75,4,4.26,792,491,553,249
trader53,10.00,10,0.56,0.61,4.26,0,4.26,880,591,759,419
trader56,10.00,10,0.29,0.16,3.14,6,5.40,244,119,325,214
trader55,10.00,10,0.31,0.16,0.38,5,2.26,196,123,240,203
trader50,10.00,10,0.16,0.16,9.02,9,12.41,132,63,206,136
trader52,10.00,10,0.24,0.91,22.94,11,27.07,205,135,151,57
trader51,10.00,10,0.47,0.11,0.65,2,1.40,230,128,323,232
trader58,10.00,10,0.79,0.64,0.93,4,2.44,920,649,719,496
trader57,10.00,10,0.98,0.15,0.97,0,0.97,465,285,634,502
trader59,10.00,10,0.46,0.30,1.69,15,7.33,601,331,770,510
trader21,10.00,10,0.42,0.38,1.53,2,2.28,591,319,652,441
trader20,10.00,10,0.37,0.80,10.90,1,11.27,435,291,354,172
trader23,10.00,10,0.17,0.89,9.63,0,9.63,110,82,82,45
trader22,10.00,10,0.09,0.99,18.18,0,18.18,18,13,5,0
trader29,10.00,10,0.60,0.28,1.22,1,1.60,518,351,616,456
trader28,10.00,10,0.39,0.56,41.83,52,61.37,988,516,1076,400
trader25,10.00,10,0.22,0.45,5.48,60,28.03,667,213,754,280
trader24,10.00,10,0.48,0.10,0.93,17,7.31,303,139,445,313
trader27,10.00,10,0.87,0.90,8.03,0,8.03,688,451,435,200
trader26,10.00,10,0.07,0.87,23.81,2,24.56,71,43,50,13
ma_trader1,10.00,10,0.10,0.85,0.63,23,9.27,6,7,9,11
ma_trader2,10.00,10,0.46,0.14,0.48,20,7.99,6,6,8,12
trader32,10.00,10,0.55,0.56,1.77,2,2.52,728,467,670,421
trader31,10.00,10,0.42,0.95,18.75,0,18.75,202,122,168,45
trader34,10.00,10,0.03,0.16,1.96,26,11.73,21,11,33,45
trader33,10.00,10,0.60,0.22,0.81,2,1.56,609,315,763,527
trader30,10.00,10,0.44,0.52,4.36,0,4.36,648,439,594,410
trader39,10.00,10,0.77,0.51,1.11,3,2.24,951,684,950,652
trader36,10.00,10,0.75,0.32,1.00,0,1.00,532,375,592,438
trader35,10.00,10,0.84,0.46,0.25,4,1.75,1054,723,1005,725
trader38,10.00,10,0.09,0.59,4.69,10,8.45,214,96,187,74
trader37,10.00,10,0.75,0.03,0.55,15,6.18,165,63,260,173
trader81,10.00,10,0.10,0.20,1.33,11,5.46,103,42,157,99
trader80,10.00,10,0.98,0.20,0.99,0,0.99,589,398,765,525
trader87,10.00,10,0.19,0.09,0.97,6,3.22,83,35,121,98
trader86,10.00,10,0.45,0.94,23.93,0,23.93,310,184,200,73
trader89,10.00,10,0.08,0.35,8.21,18,14.98,168,68,183,87
trader88,10.00,10,0.89,0.97,9.39,0,9.39,237,198,157,67
trader83,10.00,10,0.59,0.47,1.61,0,1.61,783,487,723,500
trader82,10.00,10,0.11,0.68,15.07,0,15.07,220,119,179,83
trader85,10.00,10,0.17,0.67,3.81,4,5.31,266,161,213,115
trader84,10.00,10,0.92,0.22,0.49,3,1.62,666,466,844,751
trader90,10.00,10,0.83,0.68,0.58,8,3.59,1228,840,1047,571
trader92,10.00,10,0.02,0.95,16.37,0,16.37,7,14,2,4
trader91,10.00,10,0.79,0.93,6.34,0,6.34,468,318,308,124
trader98,10.00,10,0.96,0.85,1.28,4,2.79,758,528,540,301
trader10,10.00,10,0.38,0.70,16.86,21,24.75,851,454,677,254
trader97,10.00,10,0.63,0.07,0.42,15,6.06,224,114,378,247
trader12,10.00,10,0.16,0.12,1.66,12,6.17,78,40,133,92
trader11,10.00,10,0.97,0.93,13.67,0,13.67,615,373,419,167
trader94,10.00,10,0.55,0.21,0.97,0,0.97,402,290,561,354
trader93,10.00,10,0.07,0.89,7.82,24,16.83,95,63,82,20
trader96,10.00,10,0.77,0.50,3.02,0,3.02,1111,681,1077,683
trader95,10.00,10,0.72,0.77,0.37,7,3.00,972,649,695,316
trader18,10.00,10,0.18,0.44,1.22,119,45.94,563,175,707,216
trader17,10.00,10,0.52,0.19,0.92,8,3.92,388,238,522,420
trader19,10.00,10,0.00,0.60,13.35,4,14.86,3,0,0,0
trader14,10.00,10,0.19,0.03,0.72,28,11.24,34,10,60,46
trader13,10.00,10,0.20,0.42,8.53,8,11.53,443,199,548,221
trader16,10.00,10,0.03,0.35,7.31,17,13.70,35,20,38,28
trader15,10.00,10,0.62,0.90,6.70,0,6.70,477,326,364,156
